,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162
0,0.99999976,0.68756783,0.68639857,0.6607938,0.63477904,0.6384711,0.74084157,0.66157734,0.5780696,0.61372304,0.7121426,0.7126713,0.7560347,0.7134685,0.71713513,0.6954082,0.53434956,0.5923574,0.6714911,0.5687723,0.67485356,0.6385027,0.69059956,0.7577468,0.6357484,0.74599963,0.6768747,0.7238502,0.58755887,0.5397414,0.7395029,0.69543177,0.69195056,0.63008034,0.58864665,0.67608726,0.7093418,0.78955466,0.6964673,0.64017695,0.68018895,0.58556914,0.61769646,0.7273385,0.7493065,0.7127056,0.6258515,0.6676812,0.62514645,0.67572504,0.68872035,0.61878806,0.7502344,0.5443782,0.6541149,0.5950049,0.65466845,0.6972065,0.72322804,0.7575923,0.77024156,0.6921429,0.7054174,0.6836334,0.70937127,0.6257569,0.45118845,0.6239134,0.72244227,0.6350533,0.68642443,0.63173753,0.74211556,0.66076136,0.68792707,0.68305707,0.7704663,0.72382677,0.69523937,0.71988714,0.75829613,0.75456566,0.6642248,0.6810487,0.52344435,0.62445,0.62470245,0.7181448,0.6817401,0.68521154,0.57983965,0.6859804,0.69028115,0.64899474,0.7532265,0.5913469,0.70316994,0.7632428,0.5935968,0.70617884,0.71947634,0.68652177,0.7337212,0.75761026,0.7121085,0.6088997,0.70449626,0.6278312,0.7200425,0.7223544,0.7011581,0.7561216,0.6300984,0.68084246,0.6784931,0.6353681,0.6086687,0.7761797,0.6109511,0.6966668,0.6664794,0.7350705,0.5413011,0.659239,0.61794466,0.6421384,0.73295295,0.6725605,0.78347945,0.6648447,0.70930856,0.7689612,0.6867778,0.68151516,0.67852277,0.63254994,0.6800724,0.6675219,0.6919109,0.65478086,0.7418734,0.696874,0.66408956,0.6486594,0.67435396,0.6936337,0.7038778,0.55922234,0.72538614,0.7019855,0.6960531,0.7027742,0.69348353,0.66479814,0.61338574,0.68078995,0.7917628,0.647413,0.5380306,0.7033842,0.72905713,0.74150443,0.70036983
1,0.68756783,1.0000001,0.64862096,0.6518347,0.56425905,0.5504407,0.64397824,0.5864229,0.53016245,0.49926457,0.6258424,0.61465526,0.6259452,0.700704,0.6310972,0.66359437,0.5266918,0.6040063,0.5882198,0.51017493,0.6210643,0.6240412,0.5748334,0.7101044,0.6359111,0.71243083,0.6415592,0.62848437,0.55607235,0.49963564,0.6796884,0.5335137,0.69164574,0.63670874,0.4903375,0.65956223,0.62718356,0.6840763,0.65888804,0.48865148,0.632081,0.56189865,0.4995786,0.67536014,0.6928164,0.6262088,0.5897737,0.6409364,0.526983,0.62398416,0.5677935,0.60370713,0.695265,0.5170018,0.613618,0.53693455,0.689479,0.62375975,0.6729788,0.7338638,0.70976615,0.65426356,0.6594181,0.6059497,0.6204118,0.6632421,0.4232429,0.609651,0.62740695,0.57708716,0.5973314,0.648943,0.62500024,0.61708903,0.5732695,0.69570696,0.7295435,0.7441282,0.6140266,0.59149563,0.6001213,0.5324602,0.53361535,0.6059723,0.48054686,0.5305712,0.56196326,0.6393565,0.66477495,0.55935353,0.54132754,0.6256612,0.5538312,0.63005334,0.6818954,0.5517389,0.66936225,0.6496767,0.51202357,0.5865633,0.64162123,0.5603705,0.6357202,0.65393716,0.6555014,0.5482221,0.61118853,0.6200793,0.5928531,0.66657406,0.58970994,0.64296377,0.6223435,0.61102766,0.5935798,0.5900124,0.56682646,0.6804369,0.6139319,0.5926165,0.5764738,0.6123795,0.5165721,0.53918904,0.54632795,0.5415721,0.72739804,0.5994964,0.7213349,0.60325205,0.6854528,0.6367547,0.6595786,0.6135774,0.56918865,0.6214492,0.649476,0.60235804,0.6700111,0.5856272,0.6572457,0.59964883,0.6410029,0.57914424,0.617015,0.6955548,0.6018724,0.564122,0.549784,0.6349839,0.6172398,0.62985927,0.6876184,0.55815893,0.5272423,0.6450628,0.6855161,0.7006118,0.50817734,0.5985407,0.5751032,0.70490295,0.677904
2,0.68639857,0.64862096,0.99999994,0.6786359,0.5806174,0.6779512,0.67035383,0.6942011,0.6133529,0.47516638,0.6184381,0.7062603,0.7599078,0.65583026,0.65802336,0.67485833,0.47429,0.6520143,0.6412545,0.73888725,0.63194245,0.70263547,0.715253,0.7437462,0.5616142,0.69854105,0.6638805,0.6729044,0.6243357,0.5015484,0.67496085,0.57317173,0.6498768,0.63169944,0.61827815,0.65430444,0.65624964,0.7064148,0.68123776,0.6274039,0.62339526,0.53036994,0.6236195,0.7246456,0.66030586,0.6570423,0.5991139,0.7009912,0.58506334,0.7240204,0.5973346,0.5546748,0.7801455,0.5573221,0.5623771,0.49439645,0.6367416,0.6525972,0.7029802,0.75389504,0.70948976,0.5959353,0.71491414,0.62145996,0.67483604,0.63333803,0.5145457,0.6064586,0.6969233,0.5036402,0.67360425,0.6864351,0.72603863,0.6852678,0.59034365,0.7101132,0.7219805,0.7755015,0.62735766,0.6660527,0.70938575,0.7066754,0.6097314,0.65302134,0.55654335,0.6034623,0.5380867,0.6696326,0.6685414,0.66398317,0.6160194,0.666007,0.6395958,0.704382,0.6988549,0.55287284,0.68755764,0.7353992,0.53383285,0.6646221,0.6514972,0.6700274,0.6743258,0.717111,0.7244206,0.57929546,0.6760416,0.60467726,0.6092056,0.6851512,0.64746743,0.6386686,0.6757215,0.6840373,0.6863708,0.63370126,0.6717658,0.72728443,0.60353494,0.6377083,0.5897985,0.7155076,0.5716555,0.56353104,0.5527442,0.6503172,0.77518076,0.6664251,0.7620199,0.6647263,0.71336085,0.6963228,0.6521638,0.6015008,0.5082206,0.6598301,0.6622558,0.59727913,0.67286783,0.6000069,0.7127826,0.6045892,0.6383063,0.6250464,0.66208065,0.7091177,0.73748416,0.4814866,0.64686775,0.6387432,0.6048435,0.6744068,0.71871346,0.5746523,0.6691057,0.6425072,0.72011065,0.6809331,0.53910226,0.6119831,0.6754881,0.6902505,0.7020905
3,0.6607938,0.6518347,0.6786359,0.99999994,0.6240082,0.6283907,0.67110705,0.68524283,0.6111506,0.5174153,0.66584015,0.6652451,0.7268638,0.61628246,0.6200657,0.6648462,0.52896345,0.59172624,0.63571,0.5306106,0.6362181,0.7727633,0.70556664,0.71341187,0.5506834,0.7836572,0.68377846,0.6314869,0.6964498,0.47192743,0.704985,0.64394957,0.644076,0.7195711,0.5626374,0.6685013,0.63875926,0.69474113,0.67366195,0.52450514,0.655924,0.54389465,0.6720095,0.698815,0.7265503,0.735442,0.6948805,0.64730257,0.6157711,0.67899513,0.6481924,0.578071,0.8098877,0.52126503,0.63042426,0.49657628,0.61161745,0.67036676,0.6854464,0.7569133,0.7421054,0.60533273,0.6936235,0.61072993,0.69786394,0.68317366,0.46759933,0.5936422,0.7093606,0.50591767,0.6127879,0.6745589,0.6815954,0.61946154,0.5982496,0.714086,0.689224,0.7502282,0.7129248,0.6584521,0.68519855,0.6443124,0.67056537,0.74719846,0.60842806,0.61319226,0.5826803,0.6999769,0.5850146,0.60645765,0.6013671,0.695516,0.66129804,0.6817743,0.7089699,0.578881,0.7400451,0.68830425,0.5717688,0.61185837,0.7283772,0.6963847,0.6737576,0.68495584,0.6734698,0.6525567,0.64778274,0.6416859,0.59328735,0.69353867,0.5904885,0.70867133,0.7156116,0.65416515,0.638292,0.60814875,0.6080405,0.72172755,0.64200115,0.60279554,0.65352035,0.6893704,0.5391751,0.6410322,0.6762805,0.6846551,0.7693799,0.70122194,0.7455628,0.65521544,0.62820965,0.7478565,0.5985887,0.5728167,0.5836565,0.6787633,0.6787727,0.606073,0.6603382,0.6857707,0.7020406,0.6653314,0.6121119,0.5959628,0.60423064,0.68193203,0.630423,0.6049511,0.7041968,0.635566,0.56809264,0.70733756,0.6796817,0.55397725,0.6067752,0.70574695,0.7793757,0.7132374,0.5604444,0.62245613,0.6933271,0.8083205,0.64260596
4,0.63477904,0.56425905,0.5806174,0.6240082,0.99999994,0.47816545,0.60212815,0.53230613,0.55150044,0.4313389,0.57799125,0.6308324,0.6331551,0.64412105,0.6335988,0.5713887,0.3619271,0.54593056,0.5364192,0.37146527,0.59564626,0.61175066,0.57888067,0.58808446,0.44962907,0.6059009,0.6005927,0.6231776,0.61263627,0.4027066,0.63477856,0.4766564,0.53936523,0.5117909,0.474685,0.5576074,0.66201454,0.63073516,0.6162795,0.5445749,0.57671887,0.5515507,0.5061035,0.647124,0.64092493,0.67934626,0.5700738,0.65510255,0.53948784,0.5732162,0.5212803,0.48491427,0.6698287,0.40757805,0.51815534,0.3620883,0.57258934,0.5607053,0.6424244,0.65128624,0.614011,0.53247637,0.56520814,0.52749354,0.66305375,0.52061784,0.4086207,0.51420605,0.6094782,0.52445906,0.6474904,0.5814924,0.5880056,0.5823968,0.49750653,0.5770524,0.584312,0.7000818,0.5914173,0.59198195,0.59286433,0.6570864,0.4606377,0.5332591,0.44404495,0.5190317,0.51233655,0.669441,0.5649229,0.5189965,0.47537717,0.48462865,0.6055289,0.57558244,0.60831237,0.6297479,0.63696176,0.5858671,0.50931805,0.5492256,0.5743097,0.6432603,0.6397216,0.53408784,0.5504704,0.57412905,0.67687875,0.51566243,0.5618399,0.65387446,0.47905022,0.60830003,0.6384533,0.53420615,0.5008262,0.51593924,0.49940833,0.6203862,0.43265527,0.5902222,0.5023517,0.594007,0.5531661,0.56117916,0.5760453,0.56843644,0.61835015,0.56233853,0.6544145,0.45569032,0.52959216,0.5293387,0.54581636,0.57136893,0.52927274,0.56719446,0.61296034,0.5592283,0.589395,0.6528505,0.61947,0.5353755,0.5259487,0.5206311,0.57336116,0.65280175,0.614068,0.44866875,0.5469715,0.5679952,0.57614547,0.52129686,0.650116,0.4820525,0.45898122,0.59639335,0.6695318,0.6269869,0.56669146,0.5233642,0.57466805,0.6191756,0.55030835
5,0.6384711,0.5504407,0.6779512,0.6283907,0.47816545,0.9999999,0.6396891,0.63700044,0.57778937,0.5597727,0.6046407,0.6135747,0.6612395,0.62905824,0.59146804,0.5767575,0.5183066,0.5564058,0.59636146,0.55031884,0.57306916,0.61763966,0.6683043,0.66825444,0.5508211,0.6755387,0.60114425,0.6382705,0.61712253,0.5232825,0.74517673,0.6221786,0.5847932,0.6456177,0.55463195,0.64637595,0.5498687,0.695989,0.5470095,0.55999327,0.60749334,0.52681684,0.5527666,0.69231284,0.65861416,0.6363224,0.6010822,0.593783,0.58376694,0.6334461,0.61714995,0.501616,0.75553143,0.55091274,0.62083924,0.5125074,0.5842038,0.68120444,0.6894289,0.70039004,0.63833976,0.5485093,0.6174482,0.5598174,0.6418979,0.60171527,0.51588625,0.57900316,0.6618868,0.54862756,0.67462796,0.5346941,0.6515489,0.5719115,0.6010591,0.5986907,0.6818684,0.6477333,0.6486093,0.608587,0.61485374,0.58278656,0.5741334,0.63549745,0.563481,0.603143,0.5497512,0.6231092,0.6777512,0.5873211,0.51312554,0.64988244,0.5464602,0.6046106,0.6648475,0.55145067,0.7214997,0.6776375,0.5038306,0.6147743,0.54690963,0.6105775,0.6011211,0.69526094,0.70773894,0.51539963,0.6006714,0.6050953,0.58836764,0.7002229,0.6357858,0.5976062,0.6611833,0.6696321,0.6816402,0.60078347,0.6000894,0.7560787,0.558346,0.57072365,0.5609126,0.6426493,0.5338323,0.504032,0.583832,0.6492537,0.7587891,0.69132733,0.6968942,0.56317616,0.64686793,0.6989725,0.5937933,0.5654698,0.52495754,0.6182377,0.5439085,0.5785666,0.6437224,0.5582973,0.59920603,0.66235685,0.56167656,0.60385376,0.6587378,0.64476025,0.635622,0.508964,0.58823454,0.5962269,0.62730634,0.56954795,0.6765496,0.5399234,0.61618006,0.64914554,0.6909658,0.5928748,0.4875803,0.58683676,0.630272,0.6888319,0.5743894
6,0.74084157,0.64397824,0.67035383,0.67110705,0.60212815,0.6396891,0.9999999,0.6593374,0.5615629,0.60902345,0.71469194,0.6614145,0.7013732,0.6278683,0.6775472,0.7041596,0.5277616,0.54597086,0.59937125,0.56351596,0.65207875,0.64229476,0.6852265,0.6512728,0.5543353,0.7419133,0.6449578,0.74564725,0.634575,0.5240718,0.69844943,0.65427655,0.6363041,0.62671596,0.5862236,0.658544,0.66024685,0.66096145,0.64579725,0.61230266,0.65556437,0.6375166,0.531386,0.75744015,0.7086343,0.7041362,0.64062965,0.6235043,0.5919891,0.6929457,0.62268287,0.6396119,0.7546824,0.45514098,0.70316905,0.5081113,0.6191744,0.729387,0.73663324,0.71916467,0.73128414,0.6651188,0.68166965,0.60870075,0.7106287,0.64706385,0.53507155,0.67464525,0.70234823,0.5590846,0.67006934,0.6471102,0.67934656,0.6702062,0.70553446,0.7312749,0.7144076,0.6814859,0.63665867,0.68847954,0.703228,0.70133185,0.5337375,0.67155385,0.48212793,0.6711549,0.6345477,0.6589945,0.70569384,0.64904124,0.54148716,0.6850618,0.7085595,0.675124,0.78009945,0.54416305,0.747189,0.66757536,0.59249794,0.57192504,0.6598032,0.69984585,0.72300136,0.7040224,0.6982405,0.631009,0.6673342,0.664817,0.65071607,0.7369914,0.62628317,0.6803832,0.6468531,0.62193364,0.66065854,0.62941206,0.5928161,0.76341,0.60316426,0.6094805,0.62942827,0.72417855,0.58443654,0.639019,0.6306692,0.6623492,0.7520161,0.6706912,0.6907753,0.5677426,0.71680987,0.72731805,0.6776194,0.61330336,0.6277393,0.6854243,0.64663464,0.644576,0.6523649,0.653928,0.701514,0.6061081,0.6797608,0.61133283,0.68769526,0.68675214,0.6674786,0.6499663,0.63176465,0.68717283,0.6975888,0.6761599,0.73529375,0.51484776,0.5651427,0.69138783,0.7386716,0.65044826,0.5721181,0.70843357,0.6827327,0.67449534,0.65185815
7,0.66157734,0.5864229,0.6942011,0.68524283,0.53230613,0.63700044,0.6593374,0.99999994,0.62532216,0.5208234,0.5849074,0.6392275,0.6655858,0.6227219,0.5983425,0.6539047,0.51007956,0.5961166,0.60405195,0.58647585,0.62721545,0.7078322,0.6812827,0.6913124,0.5496772,0.70723665,0.61239445,0.6786326,0.6484991,0.5160724,0.59876597,0.6723562,0.6041907,0.570146,0.64274067,0.6397532,0.6644872,0.757016,0.65149575,0.50810015,0.65220606,0.5344861,0.6192178,0.664574,0.72881716,0.71473444,0.5994075,0.68319356,0.605542,0.66500145,0.66750526,0.5370339,0.7578709,0.5152123,0.62228686,0.5828825,0.5632124,0.6800477,0.7033897,0.7323377,0.7030083,0.64161205,0.8100045,0.6647847,0.6704396,0.6499719,0.49569887,0.6784484,0.65405095,0.4840881,0.6006185,0.67660993,0.67125875,0.6088604,0.6589781,0.6537215,0.6638648,0.7139695,0.6187286,0.7304569,0.7438323,0.7067309,0.5134259,0.71586406,0.5274327,0.5986392,0.5845041,0.6522068,0.6782089,0.5985124,0.5607477,0.67754376,0.6523117,0.6897109,0.6838591,0.5739499,0.7124309,0.710945,0.5889392,0.5868149,0.7038096,0.7322061,0.7304221,0.6624153,0.6658176,0.60621834,0.6266169,0.636181,0.5735704,0.66126084,0.5929997,0.6097663,0.6435484,0.57801837,0.62863755,0.67182827,0.5808368,0.7177,0.6006954,0.6127116,0.6585336,0.70553243,0.4543782,0.52691734,0.58118725,0.6001629,0.724662,0.70710695,0.7436644,0.622064,0.6674829,0.7256599,0.623963,0.5767749,0.5228557,0.66609055,0.56788766,0.5480353,0.6122905,0.60914266,0.67322534,0.7208854,0.667074,0.5912635,0.660116,0.6775706,0.5797341,0.5607704,0.65037155,0.67385936,0.6263532,0.6422429,0.7152083,0.57622904,0.6990591,0.6731341,0.7898076,0.6208469,0.53769183,0.5997988,0.67205346,0.6862473,0.6999233
8,0.5780697,0.53016233,0.613353,0.61115056,0.5515004,0.57778955,0.5615628,0.6253223,0.9999999,0.47964,0.52598095,0.61128426,0.6542386,0.5984841,0.7093248,0.59382737,0.5117445,0.57774,0.60153425,0.5465455,0.599996,0.6718356,0.63788664,0.6349612,0.5376196,0.6681161,0.6424455,0.6009079,0.6016638,0.4685342,0.59960943,0.6089386,0.6793537,0.5864049,0.48876444,0.63113856,0.5870752,0.6685455,0.6532818,0.5502052,0.57518053,0.53278816,0.6145181,0.5931231,0.65241945,0.67056495,0.5696982,0.6788349,0.59121984,0.6015163,0.6174386,0.53566396,0.6988087,0.4064988,0.48820907,0.48750085,0.55993927,0.60572976,0.6622349,0.71856207,0.6611529,0.591697,0.6443478,0.5828862,0.6005016,0.5930632,0.44149977,0.7271589,0.65305144,0.45712993,0.5609882,0.59474087,0.63222873,0.5658204,0.51499623,0.6077507,0.6373873,0.59888965,0.58236617,0.6142144,0.6641048,0.5876055,0.5243016,0.6667667,0.4613735,0.6383694,0.5884277,0.6581238,0.5780948,0.546227,0.46470812,0.5750566,0.61914754,0.6239778,0.60173374,0.56000364,0.6292625,0.61840236,0.5405118,0.5774107,0.61767673,0.66675985,0.5598857,0.6402702,0.64020526,0.53797567,0.5665402,0.64128125,0.52674466,0.5915299,0.5179818,0.5823545,0.62575346,0.62302136,0.50756365,0.6203475,0.6951735,0.64947355,0.5303398,0.5700594,0.60352135,0.6275639,0.5226152,0.53163457,0.614623,0.6452647,0.6140841,0.58043915,0.6394604,0.5466313,0.5888435,0.62158674,0.60407007,0.582572,0.4388972,0.54037267,0.5482655,0.6033749,0.55639917,0.5317778,0.652151,0.5672824,0.5860178,0.53988034,0.53100586,0.6040537,0.58559304,0.44343168,0.6542451,0.6286935,0.53257835,0.58531517,0.63894075,0.4688555,0.6418691,0.61878455,0.70202273,0.5267641,0.5021848,0.42613673,0.6180798,0.6802416,0.5615966
9,0.61372304,0.4992647,0.47516635,0.5174152,0.43133894,0.5597726,0.6090235,0.52082354,0.47964,1.0,0.5032971,0.5064135,0.5459942,0.6072008,0.49860153,0.5379888,0.4145774,0.38849145,0.47707427,0.42948836,0.5374355,0.4623385,0.49223095,0.5138605,0.5022588,0.56873864,0.58490276,0.57069653,0.4869331,0.45617837,0.58605313,0.5411172,0.4836276,0.5378016,0.49994254,0.5381859,0.48172048,0.5868961,0.55489904,0.530428,0.55545425,0.55453885,0.52311724,0.5454071,0.59022266,0.5745636,0.40848562,0.5140246,0.48184434,0.5531679,0.4678877,0.47030318,0.61150885,0.5544511,0.6028919,0.4347972,0.38919517,0.4879183,0.55812347,0.60584813,0.63076276,0.617208,0.54711884,0.34714112,0.53744096,0.53069544,0.4097822,0.5838181,0.6559686,0.54414964,0.51506203,0.444248,0.5530831,0.5254211,0.6000696,0.51591676,0.5888522,0.48773164,0.5762437,0.5695094,0.5727344,0.554018,0.40835467,0.55481744,0.4471935,0.5117227,0.52323496,0.5676599,0.5027651,0.43369082,0.37436432,0.48841366,0.49984017,0.5168263,0.5740727,0.4525049,0.58846307,0.5771346,0.51123065,0.5393359,0.53683203,0.60778666,0.58025795,0.62696344,0.5052417,0.45912746,0.50958216,0.5218629,0.42481616,0.53385466,0.4512013,0.5108232,0.60948163,0.52924013,0.47619444,0.53986603,0.52129406,0.64164346,0.533268,0.5208723,0.51641214,0.55327815,0.53943276,0.52432364,0.58981377,0.46373326,0.57408357,0.5612139,0.60466355,0.44320032,0.5220465,0.6656278,0.54616266,0.5663185,0.47788498,0.49641502,0.5227752,0.549697,0.51875216,0.47236577,0.48702118,0.5202555,0.5238966,0.5771295,0.53353685,0.5755941,0.52052885,0.5291935,0.55038345,0.56702554,0.5338694,0.5221141,0.58473486,0.49450415,0.4809363,0.63400126,0.6378163,0.46857265,0.39685908,0.5232444,0.58063275,0.56927514,0.5057258
